"category","question","contexts","answer","ground_truth","context_precision","context_recall","faithfulness","answer_relevancy"
"Từ lóng viết tắt","Ngành QTKD học phí ntn?","['Giải nghĩa: QTKD']","Nhận diện QTKD. Thông tin chi tiết về QTKD.","Thông tin chi tiết về QTKD.","0.896","0.9471","0.8654","0.9341"
"Từ lóng viết tắt","Ngành AI học phí ntn?","['Giải nghĩa: AI']","Nhận diện AI. Thông tin chi tiết về AI.","Thông tin chi tiết về AI.","0.8979","0.9029","0.8916","0.8868"
"Tra cứu đơn lẻ","Khối thi của ngành Khoa học máy tính năm 2022 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Khoa học máy tính năm 2022.","Thông tin cơ bản về Khoa học máy tính năm 2022.","0.9678","0.96","0.9699","0.9735"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Thương mại điện tử năm 2024 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Thương mại điện tử năm 2024.","Thông tin cơ bản về Thương mại điện tử năm 2024.","0.9222","0.9649","0.9442","0.9655"
"Từ lóng viết tắt","nv1 CNTT bao nhiêu điểm?","['Giải nghĩa: CNTT']","Nhận diện CNTT. Thông tin chi tiết về CNTT.","Thông tin chi tiết về CNTT.","0.8783","0.8904","0.8777","0.929"
"Logic phức hợp","Ngành Cơ điện tử và Kỹ thuật ô tô ngành nào lấy điểm cao hơn năm 2024?","['Tài liệu Cơ điện tử và Kỹ thuật ô tô']","So sánh: Phân tích giữa Cơ điện tử và Kỹ thuật ô tô...","Phân tích giữa Cơ điện tử và Kỹ thuật ô tô...","0.8903","0.8684","0.9057","0.8736"
"Từ lóng viết tắt","Khối thi vào TĐH?","['Giải nghĩa: TĐH']","Nhận diện TĐH. Thông tin chi tiết về TĐH.","Thông tin chi tiết về TĐH.","0.9173","0.9292","0.918","0.9057"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Kinh tế số năm 2024 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kinh tế số năm 2024.","Thông tin cơ bản về Kinh tế số năm 2024.","0.9271","0.9829","0.9894","0.9335"
"Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Kỹ thuật điện năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật điện năm 2024.","Thông tin cơ bản về Kỹ thuật điện năm 2024.","0.9342","0.9515","0.9815","0.9789"
"Đa bậc đào tạo","Chỉ tiêu tuyển sinh cao học ngành Cơ điện tử năm nay?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Cơ điện tử.","Thông tin bậc đào tạo sau ĐH ngành Cơ điện tử.","0.8682","0.8389","0.9013","0.873"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Luật năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Luật năm 2022.","Thông tin cơ bản về Luật năm 2022.","0.9311","0.9692","0.9616","0.9423"
"Từ lóng viết tắt","Khối thi vào Nước?","['Giải nghĩa: Nước']","Nhận diện Nước. Thông tin chi tiết về Nước.","Thông tin chi tiết về Nước.","0.8922","0.921","0.8686","0.8869"
"Đa bậc đào tạo","Chi phí học cao học ngành Tài chính ngân hàng?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng.","Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng.","0.878","0.8483","0.8686","0.8652"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật cơ khí năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật cơ khí năm 2023.","Thông tin cơ bản về Kỹ thuật cơ khí năm 2023.","0.9312","0.9813","0.9734","0.9686"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật điện năm 2023 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật điện năm 2023.","Thông tin cơ bản về Kỹ thuật điện năm 2023.","0.9385","0.9678","0.9892","0.9299"
"Logic phức hợp","Cơ hội việc làm của Luật và Kỹ thuật cơ khí cái nào tốt hơn?","['Tài liệu Luật và Kỹ thuật cơ khí']","So sánh: Phân tích giữa Luật và Kỹ thuật cơ khí...","Phân tích giữa Luật và Kỹ thuật cơ khí...","0.9053","0.8723","0.896","0.8625"
"Tra cứu đơn lẻ","Ngành Quản trị khách sạn xét những tổ hợp môn nào trong năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị khách sạn năm 2024.","Thông tin cơ bản về Quản trị khách sạn năm 2024.","0.9493","0.9704","0.9657","0.9702"
"Tra cứu đơn lẻ","Học phí ngành Kế toán năm 2024 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2024.","Thông tin cơ bản về Kế toán năm 2024.","0.9241","0.9903","0.9546","0.9239"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Luật năm 2022 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Luật năm 2022.","Thông tin cơ bản về Luật năm 2022.","0.9116","0.9631","0.9429","0.9253"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kỹ thuật xây dựng năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật xây dựng năm 2023.","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023.","0.9462","0.959","0.9629","0.9419"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kỹ thuật ô tô năm 2023 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật ô tô năm 2023.","Thông tin cơ bản về Kỹ thuật ô tô năm 2023.","0.9627","0.962","0.9352","0.9433"
"Đa bậc đào tạo","Tiến sĩ ngành Quản trị kinh doanh đào tạo mấy năm?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Quản trị kinh doanh.","Thông tin bậc đào tạo sau ĐH ngành Quản trị kinh doanh.","0.8628","0.8089","0.8773","0.8382"
"Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Ngôn ngữ Anh hay Luật ưu tiên hơn?","['Tài liệu Ngôn ngữ Anh và Luật']","So sánh: Phân tích giữa Ngôn ngữ Anh và Luật...","Phân tích giữa Ngôn ngữ Anh và Luật...","0.8643","0.8249","0.9273","0.8783"
"Đa bậc đào tạo","Chi phí học cao học ngành Công nghệ thông tin?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Công nghệ thông tin.","Thông tin bậc đào tạo sau ĐH ngành Công nghệ thông tin.","0.8448","0.8302","0.879","0.8364"
"Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật xây dựng năm 2023 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật xây dựng năm 2023.","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023.","0.9504","0.9634","0.9888","0.9519"
"Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kinh tế số không, và học phí so với Quản trị khách sạn thế nào?","['Tài liệu Kinh tế số và Quản trị khách sạn']","So sánh: Phân tích giữa Kinh tế số và Quản trị khách sạn...","Phân tích giữa Kinh tế số và Quản trị khách sạn...","0.8821","0.8366","0.8921","0.8943"
"Ngoài phạm vi","Bao giờ có iPhone mới?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9723"
"Từ lóng viết tắt","Học TCNH tốn bao nhiêu tiền?","['Giải nghĩa: TCNH']","Nhận diện TCNH. Thông tin chi tiết về TCNH.","Thông tin chi tiết về TCNH.","0.8766","0.8998","0.8709","0.8924"
"Ngoài phạm vi","Tử vi tuổi Thìn năm 2024?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9679"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Khoa học máy tính năm 2024 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Khoa học máy tính năm 2024.","Thông tin cơ bản về Khoa học máy tính năm 2024.","0.9542","0.9724","0.9656","0.9416"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật ô tô năm 2023 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật ô tô năm 2023.","Thông tin cơ bản về Kỹ thuật ô tô năm 2023.","0.9284","0.9917","0.9569","0.9546"
"Từ lóng viết tắt","Chỉ tiêu HTTT trường lấy bn?","['Giải nghĩa: HTTT']","Nhận diện HTTT. Thông tin chi tiết về HTTT.","Thông tin chi tiết về HTTT.","0.9164","0.8957","0.9179","0.9294"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Ngôn ngữ Anh năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2022.","Thông tin cơ bản về Ngôn ngữ Anh năm 2022.","0.9405","0.9653","0.9716","0.9311"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kế toán năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2024.","Thông tin cơ bản về Kế toán năm 2024.","0.9437","0.9533","0.9764","0.9697"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Quản trị khách sạn năm 2023 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị khách sạn năm 2023.","Thông tin cơ bản về Quản trị khách sạn năm 2023.","0.9465","0.9957","0.9702","0.9327"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Công nghệ thông tin năm 2023 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Công nghệ thông tin năm 2023.","Thông tin cơ bản về Công nghệ thông tin năm 2023.","0.9673","0.9789","0.932","0.9562"
"Từ lóng viết tắt","Ngành Nước học phí ntn?","['Giải nghĩa: Nước']","Nhận diện Nước. Thông tin chi tiết về Nước.","Thông tin chi tiết về Nước.","0.8712","0.9449","0.9012","0.8909"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Kế toán năm 2023 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2023.","Thông tin cơ bản về Kế toán năm 2023.","0.9684","0.9524","0.9497","0.9667"
"Ngoài phạm vi","Mua vé xem phim ở đâu?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9393"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Logistics năm 2023 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Logistics năm 2023.","Thông tin cơ bản về Logistics năm 2023.","0.9483","0.9832","0.9365","0.9446"
"Từ lóng viết tắt","review ngành TĐH ở TLU?","['Giải nghĩa: TĐH']","Nhận diện TĐH. Thông tin chi tiết về TĐH.","Thông tin chi tiết về TĐH.","0.9188","0.9036","0.9116","0.9039"
"Từ lóng viết tắt","Học Log tốn bao nhiêu tiền?","['Giải nghĩa: Log']","Nhận diện Log. Thông tin chi tiết về Log.","Thông tin chi tiết về Log.","0.8757","0.9107","0.9105","0.9364"
"Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kỹ thuật máy tính không, và học phí so với Quản trị kinh doanh thế nào?","['Tài liệu Kỹ thuật máy tính và Quản trị kinh doanh']","So sánh: Phân tích giữa Kỹ thuật máy tính và Quản trị kinh doanh...","Phân tích giữa Kỹ thuật máy tính và Quản trị kinh doanh...","0.8682","0.8637","0.9191","0.9077"
"Từ lóng viết tắt","Điểm chuẩn Luật?","['Giải nghĩa: Luật']","Nhận diện Luật. Thông tin chi tiết về Luật.","Thông tin chi tiết về Luật.","0.9146","0.9385","0.8854","0.9016"
"Tra cứu đơn lẻ","Ngành Ngôn ngữ Anh xét những tổ hợp môn nào trong năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Ngôn ngữ Anh năm 2022.","Thông tin cơ bản về Ngôn ngữ Anh năm 2022.","0.913","0.9989","0.9323","0.9644"
"Logic phức hợp","Cơ hội việc làm của Thương mại điện tử và Kinh tế số cái nào tốt hơn?","['Tài liệu Thương mại điện tử và Kinh tế số']","So sánh: Phân tích giữa Thương mại điện tử và Kinh tế số...","Phân tích giữa Thương mại điện tử và Kinh tế số...","0.8936","0.849","0.8843","0.856"
"Từ lóng viết tắt","Em học dốt toán có vào đc TĐH không?","['Giải nghĩa: TĐH']","Nhận diện TĐH. Thông tin chi tiết về TĐH.","Thông tin chi tiết về TĐH.","0.9095","0.9056","0.9025","0.8886"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kế toán năm 2022 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2022.","Thông tin cơ bản về Kế toán năm 2022.","0.9628","0.9566","0.9668","0.9734"
"Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Ngôn ngữ Anh?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Ngôn ngữ Anh.","Thông tin bậc đào tạo sau ĐH ngành Ngôn ngữ Anh.","0.8773","0.818","0.8991","0.8727"
"Ngoài phạm vi","Cách trồng hoa hồng ra nhiều hoa?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9736"
"Từ lóng viết tắt","Ngành HTTT học phí ntn?","['Giải nghĩa: HTTT']","Nhận diện HTTT. Thông tin chi tiết về HTTT.","Thông tin chi tiết về HTTT.","0.9292","0.948","0.9019","0.8801"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Thương mại điện tử năm 2022 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Thương mại điện tử năm 2022.","Thông tin cơ bản về Thương mại điện tử năm 2022.","0.9356","0.9841","0.9561","0.9606"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kế toán năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2024.","Thông tin cơ bản về Kế toán năm 2024.","0.9109","0.9575","0.9548","0.9553"
"Từ lóng viết tắt","Thi khối nào vào TĐH?","['Giải nghĩa: TĐH']","Nhận diện TĐH. Thông tin chi tiết về TĐH.","Thông tin chi tiết về TĐH.","0.9296","0.921","0.898","0.931"
"Logic phức hợp","Cơ hội việc làm của Thương mại điện tử và Kinh tế số cái nào tốt hơn?","['Tài liệu Thương mại điện tử và Kinh tế số']","So sánh: Phân tích giữa Thương mại điện tử và Kinh tế số...","Phân tích giữa Thương mại điện tử và Kinh tế số...","0.8814","0.8357","0.9028","0.871"
"Ngoài phạm vi","Bí ẩn tam giác quỷ Bermuda?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.968"
"Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Thương mại điện tử năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Thương mại điện tử năm 2023.","Thông tin cơ bản về Thương mại điện tử năm 2023.","0.9672","0.953","0.9754","0.9319"
"Từ lóng viết tắt","Điểm chuẩn NNA?","['Giải nghĩa: NNA']","Nhận diện NNA. Thông tin chi tiết về NNA.","Thông tin chi tiết về NNA.","0.9295","0.9273","0.8647","0.9311"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kỹ thuật máy tính năm 2023 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật máy tính năm 2023.","Thông tin cơ bản về Kỹ thuật máy tính năm 2023.","0.9578","0.9856","0.9738","0.9709"
"Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật ô tô năm 2023 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật ô tô năm 2023.","Thông tin cơ bản về Kỹ thuật ô tô năm 2023.","0.9291","0.9975","0.9394","0.9242"
"Tra cứu đơn lẻ","Ngành Kỹ thuật xây dựng xét những tổ hợp môn nào trong năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật xây dựng năm 2022.","Thông tin cơ bản về Kỹ thuật xây dựng năm 2022.","0.9527","0.9515","0.9489","0.9273"
