"id","category","question","ground_truth"
"783","Từ lóng viết tắt","Khối thi vào Nước?","Thông tin chi tiết về Nước."
"784","Đa bậc đào tạo","Chi phí học cao học ngành Tài chính ngân hàng?","Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng."
"785","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật cơ khí năm 2023?","Thông tin cơ bản về Kỹ thuật cơ khí năm 2023."
"786","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật điện năm 2023 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật điện năm 2023."
"787","Logic phức hợp","Cơ hội việc làm của Luật và Kỹ thuật cơ khí cái nào tốt hơn?","Phân tích giữa Luật và Kỹ thuật cơ khí..."
"788","Tra cứu đơn lẻ","Ngành Quản trị khách sạn xét những tổ hợp môn nào trong năm 2024?","Thông tin cơ bản về Quản trị khách sạn năm 2024."
"789","Tra cứu đơn lẻ","Học phí ngành Kế toán năm 2024 là bao nhiêu?","Thông tin cơ bản về Kế toán năm 2024."
"790","Tra cứu đơn lẻ","Điểm chuẩn ngành Luật năm 2022 là bao nhiêu?","Thông tin cơ bản về Luật năm 2022."
"791","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kỹ thuật xây dựng năm 2023?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023."
"792","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kỹ thuật ô tô năm 2023 không?","Thông tin cơ bản về Kỹ thuật ô tô năm 2023."
"793","Đa bậc đào tạo","Tiến sĩ ngành Quản trị kinh doanh đào tạo mấy năm?","Thông tin bậc đào tạo sau ĐH ngành Quản trị kinh doanh."
"794","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Ngôn ngữ Anh hay Luật ưu tiên hơn?","Phân tích giữa Ngôn ngữ Anh và Luật..."
"795","Đa bậc đào tạo","Chi phí học cao học ngành Công nghệ thông tin?","Thông tin bậc đào tạo sau ĐH ngành Công nghệ thông tin."
"796","Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật xây dựng năm 2023 là gì?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023."
"797","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kinh tế số không, và học phí so với Quản trị khách sạn thế nào?","Phân tích giữa Kinh tế số và Quản trị khách sạn..."
"798","Ngoài phạm vi","Bao giờ có iPhone mới?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"799","Từ lóng viết tắt","Học TCNH tốn bao nhiêu tiền?","Thông tin chi tiết về TCNH."
"800","Ngoài phạm vi","Tử vi tuổi Thìn năm 2024?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"801","Tra cứu đơn lẻ","Điểm chuẩn ngành Khoa học máy tính năm 2024 là bao nhiêu?","Thông tin cơ bản về Khoa học máy tính năm 2024."
"802","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật ô tô năm 2023 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật ô tô năm 2023."
"803","Từ lóng viết tắt","Chỉ tiêu HTTT trường lấy bn?","Thông tin chi tiết về HTTT."
"804","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Ngôn ngữ Anh năm 2022?","Thông tin cơ bản về Ngôn ngữ Anh năm 2022."
"805","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kế toán năm 2024?","Thông tin cơ bản về Kế toán năm 2024."
"806","Tra cứu đơn lẻ","Chỉ tiêu ngành Quản trị khách sạn năm 2023 lấy bao nhiêu?","Thông tin cơ bản về Quản trị khách sạn năm 2023."
"807","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Công nghệ thông tin năm 2023 không?","Thông tin cơ bản về Công nghệ thông tin năm 2023."
"808","Từ lóng viết tắt","Ngành Nước học phí ntn?","Thông tin chi tiết về Nước."
"809","Tra cứu đơn lẻ","Điểm chuẩn ngành Kế toán năm 2023 là bao nhiêu?","Thông tin cơ bản về Kế toán năm 2023."
"810","Ngoài phạm vi","Mua vé xem phim ở đâu?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"811","Tra cứu đơn lẻ","Điểm chuẩn ngành Logistics năm 2023 là bao nhiêu?","Thông tin cơ bản về Logistics năm 2023."
"812","Từ lóng viết tắt","review ngành TĐH ở TLU?","Thông tin chi tiết về TĐH."
"813","Từ lóng viết tắt","Học Log tốn bao nhiêu tiền?","Thông tin chi tiết về Log."
"814","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kỹ thuật máy tính không, và học phí so với Quản trị kinh doanh thế nào?","Phân tích giữa Kỹ thuật máy tính và Quản trị kinh doanh..."
"815","Từ lóng viết tắt","Điểm chuẩn Luật?","Thông tin chi tiết về Luật."
"816","Tra cứu đơn lẻ","Ngành Ngôn ngữ Anh xét những tổ hợp môn nào trong năm 2022?","Thông tin cơ bản về Ngôn ngữ Anh năm 2022."
"817","Logic phức hợp","Cơ hội việc làm của Thương mại điện tử và Kinh tế số cái nào tốt hơn?","Phân tích giữa Thương mại điện tử và Kinh tế số..."
"818","Từ lóng viết tắt","Em học dốt toán có vào đc TĐH không?","Thông tin chi tiết về TĐH."
"819","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kế toán năm 2022 không?","Thông tin cơ bản về Kế toán năm 2022."
"820","Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Ngôn ngữ Anh?","Thông tin bậc đào tạo sau ĐH ngành Ngôn ngữ Anh."
"821","Ngoài phạm vi","Cách trồng hoa hồng ra nhiều hoa?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"822","Từ lóng viết tắt","Ngành HTTT học phí ntn?","Thông tin chi tiết về HTTT."
"823","Tra cứu đơn lẻ","Điểm chuẩn ngành Thương mại điện tử năm 2022 là bao nhiêu?","Thông tin cơ bản về Thương mại điện tử năm 2022."
"824","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kế toán năm 2024?","Thông tin cơ bản về Kế toán năm 2024."
"825","Từ lóng viết tắt","Thi khối nào vào TĐH?","Thông tin chi tiết về TĐH."
"826","Logic phức hợp","Cơ hội việc làm của Thương mại điện tử và Kinh tế số cái nào tốt hơn?","Phân tích giữa Thương mại điện tử và Kinh tế số..."
"827","Ngoài phạm vi","Bí ẩn tam giác quỷ Bermuda?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"828","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Thương mại điện tử năm 2023?","Thông tin cơ bản về Thương mại điện tử năm 2023."
"829","Từ lóng viết tắt","Điểm chuẩn NNA?","Thông tin chi tiết về NNA."
"830","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kỹ thuật máy tính năm 2023 không?","Thông tin cơ bản về Kỹ thuật máy tính năm 2023."
"831","Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật ô tô năm 2023 là gì?","Thông tin cơ bản về Kỹ thuật ô tô năm 2023."
"832","Tra cứu đơn lẻ","Ngành Kỹ thuật xây dựng xét những tổ hợp môn nào trong năm 2022?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2022."
"833","Từ lóng viết tắt","Thi khối nào vào HTTT?","Thông tin chi tiết về HTTT."
"834","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật cơ khí năm 2024 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật cơ khí năm 2024."
"835","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kỹ thuật điện năm 2023?","Thông tin cơ bản về Kỹ thuật điện năm 2023."
"836","Ngoài phạm vi","Tập gym có giúp tăng chiều cao không?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"837","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Hệ thống thông tin năm 2023?","Thông tin cơ bản về Hệ thống thông tin năm 2023."
"838","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật xây dựng năm 2022?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2022."
"839","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Khoa học máy tính năm 2024?","Thông tin cơ bản về Khoa học máy tính năm 2024."
"840","Tra cứu đơn lẻ","Học phí ngành Luật năm 2023 là bao nhiêu?","Thông tin cơ bản về Luật năm 2023."
"841","Đa bậc đào tạo","Học VB2 Logistics cần gì?","Thông tin bậc đào tạo sau ĐH ngành Logistics."
"842","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Công nghệ thông tin không, và học phí so với Kỹ thuật phần mềm thế nào?","Phân tích giữa Công nghệ thông tin và Kỹ thuật phần mềm..."
"843","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Công nghệ thông tin năm 2024 không?","Thông tin cơ bản về Công nghệ thông tin năm 2024."
"844","Tra cứu đơn lẻ","Ngành Kỹ thuật xây dựng xét những tổ hợp môn nào trong năm 2024?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2024."
"845","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Quản trị khách sạn năm 2024 không?","Thông tin cơ bản về Quản trị khách sạn năm 2024."
"846","Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật điện năm 2023 là gì?","Thông tin cơ bản về Kỹ thuật điện năm 2023."
"847","Logic phức hợp","Cơ hội việc làm của Luật và Kỹ thuật cơ khí cái nào tốt hơn?","Phân tích giữa Luật và Kỹ thuật cơ khí..."
"848","Logic phức hợp","Học bổng của ngành Kỹ thuật ô tô yêu cầu GPA bao nhiêu và so với Kỹ thuật điện có dễ hơn không?","Phân tích giữa Kỹ thuật ô tô và Kỹ thuật điện..."
"849","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kỹ thuật cơ khí không, và học phí so với Cơ điện tử thế nào?","Phân tích giữa Kỹ thuật cơ khí và Cơ điện tử..."
"850","Từ lóng viết tắt","Slot vào KT?","Thông tin chi tiết về KT."
"851","Tra cứu đơn lẻ","Chỉ tiêu ngành Cơ điện tử năm 2024 lấy bao nhiêu?","Thông tin cơ bản về Cơ điện tử năm 2024."
"852","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kế toán năm 2022?","Thông tin cơ bản về Kế toán năm 2022."
"853","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật máy tính năm 2022?","Thông tin cơ bản về Kỹ thuật máy tính năm 2022."
"854","Tra cứu đơn lẻ","Ngành Kỹ thuật phần mềm xét những tổ hợp môn nào trong năm 2022?","Thông tin cơ bản về Kỹ thuật phần mềm năm 2022."
"855","Logic phức hợp","Ngành Quản trị kinh doanh và Kế toán ngành nào lấy điểm cao hơn năm 2024?","Phân tích giữa Quản trị kinh doanh và Kế toán..."
"856","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Công nghệ thông tin năm 2022?","Thông tin cơ bản về Công nghệ thông tin năm 2022."
"857","Logic phức hợp","Ngành Cơ điện tử và Kỹ thuật ô tô ngành nào lấy điểm cao hơn năm 2024?","Phân tích giữa Cơ điện tử và Kỹ thuật ô tô..."
"858","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kỹ thuật phần mềm năm 2023 không?","Thông tin cơ bản về Kỹ thuật phần mềm năm 2023."
"859","Đa bậc đào tạo","Điều kiện học văn bằng 2 ngành Kỹ thuật cơ khí?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật cơ khí."
"860","Đa bậc đào tạo","Học VB2 Tài chính ngân hàng cần gì?","Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng."
"861","Từ lóng viết tắt","Em học dốt toán có vào đc NNA không?","Thông tin chi tiết về NNA."
"862","Đa bậc đào tạo","Học VB2 Kỹ thuật xây dựng cần gì?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật xây dựng."
"863","Tra cứu đơn lẻ","Ngành Hệ thống thông tin xét những tổ hợp môn nào trong năm 2022?","Thông tin cơ bản về Hệ thống thông tin năm 2022."
"864","Từ lóng viết tắt","Khối thi vào TMĐT?","Thông tin chi tiết về TMĐT."
"865","Tra cứu đơn lẻ","Điểm chuẩn ngành Trí tuệ nhân tạo năm 2022 là bao nhiêu?","Thông tin cơ bản về Trí tuệ nhân tạo năm 2022."
"866","Đa bậc đào tạo","Học VB2 Thương mại điện tử cần gì?","Thông tin bậc đào tạo sau ĐH ngành Thương mại điện tử."
"867","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Thương mại điện tử năm 2022?","Thông tin cơ bản về Thương mại điện tử năm 2022."
"868","Từ lóng viết tắt","Thi khối nào vào Log?","Thông tin chi tiết về Log."
"869","Từ lóng viết tắt","Khối thi vào OTO?","Thông tin chi tiết về OTO."
"870","Đa bậc đào tạo","Trường tuyển bao nhiêu thạc sĩ Kỹ thuật cơ khí?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật cơ khí."
"871","Đa bậc đào tạo","Chỉ tiêu tuyển sinh cao học ngành Công nghệ thông tin năm nay?","Thông tin bậc đào tạo sau ĐH ngành Công nghệ thông tin."
"872","Tra cứu đơn lẻ","Chỉ tiêu ngành Công nghệ thông tin năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Công nghệ thông tin năm 2022."
"873","Logic phức hợp","Cơ hội việc làm của Thương mại điện tử và Kinh tế số cái nào tốt hơn?","Phân tích giữa Thương mại điện tử và Kinh tế số..."
"874","Từ lóng viết tắt","Học KHMT tốn bao nhiêu tiền?","Thông tin chi tiết về KHMT."
"875","Tra cứu đơn lẻ","Ngành Kỹ thuật cơ khí xét những tổ hợp môn nào trong năm 2023?","Thông tin cơ bản về Kỹ thuật cơ khí năm 2023."
"876","Từ lóng viết tắt","Khối thi vào TCNH?","Thông tin chi tiết về TCNH."
"877","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Kỹ thuật phần mềm năm 2024?","Thông tin cơ bản về Kỹ thuật phần mềm năm 2024."
"878","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Quản trị khách sạn năm 2023?","Thông tin cơ bản về Quản trị khách sạn năm 2023."
"879","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Khoa học máy tính hay Trí tuệ nhân tạo ưu tiên hơn?","Phân tích giữa Khoa học máy tính và Trí tuệ nhân tạo..."
"880","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Công nghệ thông tin không, và học phí so với Kỹ thuật phần mềm thế nào?","Phân tích giữa Công nghệ thông tin và Kỹ thuật phần mềm..."
"881","Đa bậc đào tạo","Chi phí học cao học ngành Kỹ thuật điện?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật điện."
"882","Đa bậc đào tạo","Chi phí học cao học ngành Cơ điện tử?","Thông tin bậc đào tạo sau ĐH ngành Cơ điện tử."
"883","Từ lóng viết tắt","Thi khối nào vào XD?","Thông tin chi tiết về XD."
"884","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Kỹ thuật xây dựng năm 2023 không?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023."
"885","Đa bậc đào tạo","Thời gian học NCS ngành Kỹ thuật xây dựng?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật xây dựng."
"886","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kế toán năm 2023?","Thông tin cơ bản về Kế toán năm 2023."
